FIPS,GEOID,Rent00,Rent10,Rent15,Rent_ch00_10,Rent_ch10_15,Pop00,Pop10,Pop15,Pop_Ch00_10,Pop_Ch10_15,medinc_00,medinc_10,medinc_15,inc_ch00_10,inc_ch10_15,renter_00,renter_10,renter_15,renter00_10,renter10_15,own_0010,own_1015,coc_00,coc_10,coc_15,coc00_10,coc10_15,lowinc_00,lowinc_10,lowinc_15,lowinc_ch00_10,lowinc_ch10_15,af_00,per_af_00,af_10,per_af_10,af_15,per_af_15,af_ch_00_10,af_ch_10_15,MHV_00,MHV_10,MHV_15,App90_00,App00_10,App10_15,App90_10,App00_15,R_MHV00,R_MHV10,R_MHV15,NH,ZRI10,ZRI15,MHSP_2000,MHSP_2010,MHSP_2015,MHSP00_10,MHSP10_15
41051006402,41051006402,939,1559,1635,0.66,0.049,5501,5729,5883,0.041,0.027,85841,115776,118924,0.349,0.027,0.082,0.037,0.081,-0.045,0.044,4.43,-0.044,0.075,0.098,0.118,0.023,0.02,0.15,0.127,0.137,-0.023,0.01,170,0.102,130,0.075,95,0.054,-0.235,-0.269,250600,436200,400400,1.358569926,1.356828194,-0.082072444,0.740622506,0.597765363,1.617817947,1.493835616,1.356828194,Arnold Creek,1949,2396,251136.899,401902.8814,486892.0661,0.600333854,0.211466971
41051006403,41051006403,788,786,1041,-0.003,0.324,2902,3650,4263,0.258,0.168,55046,58581,64659,0.064,0.104,0.363,0.465,0.417,0.102,-0.048,-1.63,0.048,0.154,0.261,0.278,0.106,0.017,0.286,0.358,0.273,0.072,-0.084,500,0.423,533,0.402,599,0.457,0.066,0.124,202400,365800,277600,0.956536979,0.940698068,-0.241115364,0.807312253,0.371541502,1.306649451,1.252739726,0.940698068,West Portland Park,1416,1765,155639.3103,245292.4194,325456.3544,0.576031266,0.326809672
41051006404,41051006404,788,943,1279,0.197,0.356,4238,3378,3342,-0.203,-0.011,55046,64432,78092,0.171,0.212,0.362,0.292,0.342,-0.07,0.05,-1.63,-0.05,0.155,0.124,0.188,-0.03,0.064,0.286,0.358,0.318,0.071,-0.039,729,0.423,777,0.402,410,0.272,0.066,-0.472,202400,365800,344700,1.266736768,1.168078617,-0.057681793,0.807312253,0.703063241,1.306649451,1.252739726,1.168078617,Far Southwest,1526,1920,231691.3947,414516.4583,448187.5,0.789088709,0.081229686
41051006501,41051006501,789,962,1513,0.219,0.573,5586,5779,6086,0.035,0.053,67122,87311,91696,0.301,0.05,0.157,0.132,0.15,-0.025,0.018,2.47,-0.018,0.096,0.147,0.087,0.051,-0.06,0.183,0.179,0.195,-0.004,0.016,379,0.202,275,0.15,300,0.16,-0.274,0.091,186800,341100,334700,1.048370137,1.134191799,-0.018762826,0.826017131,0.791755889,1.205939316,1.168150685,1.134191799,Ashcreek,1439,1874,180656.6885,307644.5349,396041.2781,0.702923581,0.287334027
41051006502,41051006502,632,757,794,0.198,0.049,3673,3980,4483,0.084,0.126,43811,50750,51801,0.158,0.021,0.51,0.528,0.584,0.018,0.055,-1.85,-0.056,0.158,0.167,0.146,0.009,-0.021,0.395,0.436,0.362,0.042,-0.074,866,0.535,900,0.564,985,0.51,0.039,0.094,172100,346700,322500,1.137048721,1.092849881,-0.069800981,1.014526438,0.873910517,1.11103938,1.187328767,1.092849881,Multnomah,1406,1810,156550.5217,282549.9024,351933.837,0.804848041,0.24556347
41051006601,41051006601,831,958,922,0.153,-0.038,2511,2659,2678,0.059,0.007,56987,77417,95958,0.359,0.239,0.179,0.229,0.262,0.05,0.033,-5.01,-0.033,0.058,0.109,0.089,0.051,-0.02,0.261,0.278,0.159,0.016,-0.119,204,0.263,210,0.275,200,0.226,0.029,-0.048,182300,346800,363800,1.23063442,1.23280244,0.049019608,0.902358749,0.995611629,1.176888315,1.187671233,1.23280244,Maplewood,1437,1979,213122.3922,294852.3182,412392.8571,0.383488216,0.398642072
41051006602,41051006602,619,794,941,0.283,0.185,4610,4769,5457,0.034,0.144,40863,56885,58942,0.392,0.036,0.549,0.568,0.473,0.019,-0.095,-1.91,0.095,0.148,0.147,0.101,-0.001,-0.047,0.453,0.369,0.402,-0.084,0.033,1289,0.643,1105,0.524,975,0.467,-0.143,-0.118,175300,342100,347900,1.196284613,1.178922399,0.016954107,0.951511694,0.984597832,1.13169787,1.171575342,1.178922399,Multnomah,1406,1810,185834.1781,266868.3478,385306.2299,0.43605633,0.443806405
41051006701,41051006701,825,883,1337,0.07,0.514,3016,2844,3361,-0.057,0.182,49375,68512,76111,0.388,0.111,0.35,0.305,0.358,-0.045,0.053,4.46,-0.053,0.084,0.038,0.147,-0.046,0.109,0.325,0.349,0.291,0.024,-0.058,311,0.305,275,0.246,209,0.18,-0.116,-0.24,170800,323800,326100,1.027690151,1.105049136,0.00710315,0.895784543,0.909250585,1.102646869,1.10890411,1.105049136,Hayhurst,1446,1959,188854.8,286785.4167,427953.8095,0.518549789,0.492243973
41051006702,41051006702,707,824,951,0.165,0.154,3034,3041,3354,0.002,0.103,49943,56250,62353,0.126,0.108,0.461,0.427,0.485,-0.034,0.058,3.44,-0.058,0.118,0.15,0.197,0.032,0.047,0.289,0.409,0.347,0.12,-0.061,598,0.503,600,0.504,615,0.49,0.003,0.025,200000,408500,355900,1.248159832,1.206031854,-0.12876377,1.0425,0.7795,1.291155584,1.398972603,1.206031854,Hayhurst,1446,1959,205951.5517,290140.5263,427569.6792,0.408780482,0.473664106
41051006801,41051006801,596,688,730,0.154,0.061,2125,2212,2512,0.041,0.136,51830,68580,73102,0.323,0.066,0.423,0.402,0.432,-0.021,0.03,2.1,-0.03,0.118,0.186,0.186,0.068,-0.001,0.385,0.35,0.381,-0.035,0.031,353,0.428,424,0.511,385,0.448,0.201,-0.092,298200,553800,546100,1.748685594,1.850559132,-0.013903936,0.857142857,0.831321261,1.925112976,1.896575342,1.850559132,Bridlemile,1605,2430,337089.4737,484061.7647,583234.5313,0.436003799,0.204876265
41051006802,41051006802,631,751,1054,0.19,0.403,3492,3489,3482,-0.001,-0.002,63586,93833,98026,0.476,0.045,0.266,0.214,0.222,-0.052,0.007,5.18,-0.008,0.082,0.184,0.127,0.102,-0.057,0.231,0.286,0.277,0.055,-0.009,304,0.267,280,0.26,230,0.202,-0.079,-0.179,259400,478900,485300,1.57658605,1.644527279,0.013363959,0.8461835,0.870855821,1.674628793,1.640068493,1.644527279,Bridlemile,1605,2430,290668.8333,455247.0588,538004.9333,0.566205271,0.181786731
41051006900,41051006900,1000,1375,1578,0.375,0.148,2551,2784,2667,0.091,-0.042,112327,110588,166000,-0.015,0.501,0.09,0.135,0.077,0.045,-0.057,-4.5,0.058,0.063,0.083,0.121,0.02,0.038,0.12,0.127,0.11,0.007,-0.018,59,0.076,100,0.109,20,0.025,0.695,-0.8,391600,629200,677100,2.36978619,2.294476449,0.076128417,0.606741573,0.729060266,2.528082634,2.154794521,2.294476449,Southwest Hills,2483,3531,508230.3571,603487.0968,786420.5522,0.187428276,0.303127368
41051007000,41051007000,1074,1273,1662,0.185,0.306,5041,7769,8233,0.541,0.06,108499,141543,136364,0.305,-0.037,0.068,0.13,0.16,0.062,0.03,-6.2,-0.03,0.108,0.217,0.251,0.109,0.034,0.128,0.102,0.118,-0.026,0.015,74,0.046,200,0.078,80,0.033,1.703,-0.6,418100,650300,629500,2.166140904,2.133175195,-0.031985238,0.555369529,0.505620665,2.699160749,2.227054795,2.133175195,Forest Park - Linnton,1622,2304,432280.0349,534159.9242,654505.458,0.235680302,0.225298695
41051007201,41051007201,962,950,870,-0.012,-0.084,2071,2200,1902,0.062,-0.135,40035,46143,45299,0.153,-0.018,0.173,0.215,0.131,0.042,-0.084,-4.14,0.084,0.075,0.073,0.129,-0.001,0.056,0.441,0.424,0.424,-0.017,0,350,0.486,415,0.522,324,0.441,0.186,-0.219,197700,154900,138400,0.476340694,0.468993562,-0.106520336,-0.216489631,-0.299949418,1.276307295,0.530479452,0.468993562,Hayden Island,1301,1546,148718.0889,178730.26,290114.2105,0.201805788,0.623195818
41051007202,41051007202,826,1006,1315,0.218,0.307,2010,2366,3225,0.177,0.363,48583,46184,58750,-0.049,0.272,0.269,0.442,0.28,0.173,-0.162,-17.34,0.162,0.208,0.319,0.456,0.111,0.137,0.376,0.394,0.429,0.017,0.035,339,0.484,520,0.533,260,0.272,0.534,-0.5,191300,261200,220600,0.770417105,0.747543206,-0.155436447,0.365394668,0.153162572,1.234990316,0.894520548,0.747543206,St.Johns,1250,1572,141067.9487,188824.871,286042.7692,0.338538433,0.514857485
41051007400,41051007400,571,672,827,0.177,0.231,3243,3353,4006,0.034,0.195,37652,34390,36684,-0.087,0.067,0.446,0.421,0.582,-0.025,0.161,2.56,-0.161,0.426,0.524,0.569,0.097,0.045,0.504,0.709,0.621,0.204,-0.088,688,0.671,730,0.638,700,0.619,0.061,-0.041,134700,270400,286900,0.914125482,0.972212809,0.06102071,1.007423905,1.129918337,0.869593286,0.926027397,0.972212809,Cully,1215,1634,129081.8824,179111.25,315138.6842,0.387578541,0.759457791
41051007500,41051007500,635,869,886,0.369,0.02,4937,5492,5684,0.112,0.035,38929,48900,52699,0.256,0.078,0.368,0.336,0.428,-0.032,0.092,3.2,-0.092,0.407,0.51,0.404,0.103,-0.106,0.49,0.535,0.48,0.045,-0.055,939,0.664,990,0.571,705,0.431,0.054,-0.288,129900,243800,280800,0.955835962,0.95154185,0.151763741,0.876828329,1.161662818,0.838605552,0.834931507,0.95154185,Cully,1215,1634,126563.5938,208131.6122,322446.4884,0.644482478,0.549243216
41051007600,41051007600,570,704,771,0.235,0.095,3773,3129,3478,-0.171,0.112,29150,34737,40163,0.192,0.156,0.375,0.402,0.415,0.027,0.014,-2.72,-0.013,0.405,0.413,0.569,0.008,0.157,0.62,0.591,0.588,-0.029,-0.003,794,0.746,635,0.706,580,0.54,-0.2,-0.087,120400,234600,203700,0.72169646,0.690274483,-0.131713555,0.948504983,0.691860465,0.777275662,0.803424658,0.690274483,Cully,1215,1634,120739.0313,178012.5,266583.6538,0.474357531,0.497555811
41051007700,41051007700,695,1174,1178,0.689,0.003,1955,1872,2239,-0.042,0.196,34186,39276,46500,0.149,0.184,0.209,0.392,0.229,0.183,-0.163,-18.32,0.163,0.216,0.337,0.41,0.12,0.073,0.577,0.55,0.453,-0.027,-0.097,479,0.812,330,0.569,270,0.495,-0.311,-0.182,111100,188000,170400,0.58254469,0.577431379,-0.093617021,0.692169217,0.533753375,0.717236927,0.643835616,0.577431379,Sumner,1066,1447,106243.5429,162054,219051.725,0.525306815,0.351720568
41051007800,41051007800,613,787,930,0.284,0.182,1707,1708,1921,0.001,0.125,45063,56711,49000,0.258,-0.136,0.33,0.269,0.385,-0.061,0.117,6.11,-0.116,0.196,0.325,0.368,0.129,0.043,0.404,0.416,0.517,0.012,0.1,274,0.485,305,0.459,359,0.552,0.113,0.177,159900,264000,232400,0.802313354,0.787529651,-0.11969697,0.651031895,0.45340838,1.03227889,0.904109589,0.787529651,Madison South,1210,1576,121911.0625,217956.1905,279894.4444,0.787829472,0.28417754
41051007900,41051007900,579,912,808,0.575,-0.114,4059,4499,4367,0.108,-0.029,37482,41027,44595,0.095,0.087,0.506,0.537,0.522,0.031,-0.015,-3.09,0.015,0.272,0.434,0.411,0.162,-0.022,0.492,0.539,0.527,0.047,-0.012,1016,0.694,965,0.613,885,0.565,-0.05,-0.083,138900,227200,201300,0.698562916,0.682141647,-0.113996479,0.635709143,0.44924406,0.896707553,0.778082192,0.682141647,Parkrose,1185,1532,126499.3519,179515.5172,237100.3966,0.419102269,0.320779397
41051008001,41051008001,748,977,1028,0.306,0.052,3377,3124,3470,-0.075,0.111,39851,42500,47090,0.066,0.108,0.446,0.453,0.476,0.007,0.023,-0.64,-0.023,0.191,0.172,0.32,-0.019,0.148,0.461,0.586,0.491,0.126,-0.095,653,0.561,550,0.451,674,0.537,-0.158,0.225,134900,231100,192400,0.716789345,0.651982379,-0.167459974,0.71312083,0.42624166,0.870884442,0.791438356,0.651982379,Parkrose Heights,1163,1532,129966,188662.5882,246957.1667,0.451630336,0.308988544
41051008002,41051008002,657,735,850,0.119,0.156,3018,2971,3264,-0.016,0.099,40518,52125,56897,0.286,0.092,0.275,0.224,0.309,-0.051,0.085,5.09,-0.085,0.205,0.22,0.316,0.015,0.096,0.455,0.402,0.35,-0.053,-0.052,477,0.568,335,0.387,495,0.541,-0.298,0.478,135000,228400,198300,0.686295128,0.671975601,-0.13178634,0.691851852,0.468888889,0.871530019,0.782191781,0.671975601,Parkrose Heights,1163,1532,146504.6875,168160.1154,241346.1739,0.147813891,0.43521651
41051008100,41051008100,622,795,861,0.278,0.083,6846,6655,7644,-0.028,0.149,30539,40696,32385,0.333,-0.204,0.548,0.501,0.691,-0.047,0.19,4.73,-0.19,0.259,0.334,0.489,0.075,0.155,0.584,0.649,0.503,0.065,-0.146,1551,0.715,1475,0.664,1490,0.623,-0.049,0.01,146100,216900,200100,0.746582545,0.678075229,-0.077455048,0.484599589,0.369609856,0.943189154,0.742808219,0.678075229,Hazelwood,1172,1533,132664.5965,164165.7407,230551.8571,0.237449516,0.404384716
41051008201,41051008201,617,851,1175,0.379,0.381,2546,2926,2900,0.149,-0.009,42557,46012,35134,0.081,-0.236,0.328,0.517,0.635,0.189,0.118,-18.93,-0.118,0.242,0.25,0.322,0.008,0.072,0.479,0.532,0.563,0.052,0.031,395,0.503,404,0.404,539,0.486,0.023,0.334,155800,249800,232300,0.796705223,0.787190783,-0.070056045,0.603337612,0.491014121,1.0058102,0.855479452,0.787190783,Hazelwood,1172,1533,152041.1765,189464.5588,271603.1463,0.246139784,0.433530091
41051008202,41051008202,672,796,925,0.185,0.162,5728,7001,9107,0.222,0.301,34418,41469,36481,0.205,-0.12,0.452,0.623,0.734,0.171,0.111,-17.06,-0.111,0.186,0.338,0.456,0.152,0.118,0.553,0.535,0.533,-0.018,-0.001,1303,0.714,1670,0.689,1940,0.643,0.282,0.162,129900,221300,203500,0.729758149,0.689596747,-0.0804338,0.703618168,0.566589684,0.838605552,0.757876712,0.689596747,Mill Park,1161,1501,127362.3529,159335.9592,219755.0265,0.251044406,0.379192918
41051008301,41051008301,459,753,855,0.641,0.135,2687,3737,4317,0.391,0.155,25766,25420,28656,-0.013,0.127,0.616,0.643,0.694,0.027,0.051,-2.67,-0.051,0.307,0.53,0.619,0.222,0.089,0.645,0.75,0.794,0.105,0.044,809,0.801,1025,0.779,1095,0.745,0.267,0.068,126200,198300,196600,0.656501928,0.666214842,-0.008572869,0.571315372,0.557844691,0.814719174,0.679109589,0.666214842,Lents,1143,1464,124281.5556,103942.9184,229031.0976,-0.163649683,1.203431471
41051008302,41051008302,634,742,978,0.17,0.318,3694,4124,4357,0.116,0.056,39904,32983,33658,-0.173,0.02,0.39,0.411,0.378,0.021,-0.033,-2.14,0.033,0.241,0.398,0.557,0.157,0.159,0.49,0.592,0.646,0.102,0.054,761,0.676,855,0.76,910,0.689,0.124,0.064,129100,189000,186200,0.663862601,0.630972552,-0.014814815,0.46398141,0.442292796,0.83344093,0.647260274,0.630972552,Powellhurst Gilbert,1161,1484,124167.766,165291.1957,220899.8485,0.331192475,0.336428402
41051008400,41051008400,579,714,797,0.233,0.116,3288,4371,4520,0.329,0.034,34575,30813,33889,-0.109,0.1,0.441,0.566,0.605,0.125,0.04,-12.45,-0.039,0.197,0.397,0.426,0.2,0.029,0.564,0.706,0.622,0.142,-0.085,787,0.742,1145,0.824,1060,0.726,0.455,-0.074,134300,197000,166700,0.608832808,0.564893257,-0.153807107,0.466865227,0.241250931,0.867010975,0.674657534,0.564893257,Powellhurst Gilbert,1161,1484,127850.0323,153860.5263,199213.6533,0.203445346,0.294767788
41051008500,41051008500,767,956,1117,0.246,0.168,3615,3987,4263,0.103,0.069,38802,44816,42745,0.155,-0.046,0.289,0.345,0.379,0.056,0.034,-5.58,-0.034,0.204,0.322,0.336,0.118,0.014,0.531,0.51,0.533,-0.022,0.023,605,0.637,815,0.715,815,0.647,0.347,0,126000,197000,180900,0.620399579,0.613012538,-0.081725888,0.563492063,0.435714286,0.813428018,0.674657534,0.613012538,Powellhurst Gilbert,1161,1484,119814,150245.3103,205287.5063,0.253987934,0.366348845
41051008600,41051008600,643,818,863,0.272,0.055,3405,4589,4195,0.348,-0.086,32179,36767,37881,0.143,0.03,0.373,0.311,0.364,-0.062,0.053,6.2,-0.053,0.24,0.401,0.416,0.161,0.015,0.619,0.645,0.576,0.026,-0.069,815,0.8,905,0.733,840,0.644,0.11,-0.072,108600,182600,171100,0.613038906,0.579803456,-0.062979189,0.681399632,0.575506446,0.701097482,0.625342466,0.579803456,Brentwood-Darlington,1144,1509,113788.7778,152999.625,211025.3448,0.344593272,0.379254
41051008700,41051008700,735,1038,1207,0.412,0.163,4371,4302,4583,-0.016,0.065,39221,48880,55820,0.246,0.142,0.327,0.23,0.344,-0.097,0.114,9.74,-0.114,0.219,0.28,0.309,0.061,0.028,0.48,0.435,0.365,-0.045,-0.069,1001,0.725,739,0.513,830,0.555,-0.262,0.123,116200,212800,201500,0.683491062,0.682819383,-0.053101504,0.831325301,0.734079174,0.750161394,0.728767123,0.682819383,Brentwood-Darlington,1144,1509,110111.5714,180427.9221,276893,0.638591837,0.534646061
41051008800,41051008800,647,1006,1112,0.555,0.105,3663,4255,4630,0.162,0.088,37028,44297,56125,0.196,0.267,0.276,0.249,0.254,-0.027,0.004,2.69,-0.005,0.182,0.266,0.244,0.084,-0.022,0.542,0.503,0.41,-0.038,-0.093,847,0.709,830,0.599,695,0.504,-0.02,-0.163,120800,211000,191700,0.670171749,0.649610302,-0.091469194,0.746688742,0.58692053,0.779857973,0.72260274,0.649610302,Brentwood-Darlington,1144,1509,122425.9875,147920.0781,231165.4364,0.208240841,0.562772541
41051008901,41051008901,626,898,1197,0.435,0.333,5698,8911,9414,0.564,0.056,57512,68287,68750,0.187,0.007,0.177,0.26,0.252,0.083,-0.008,-8.29,0.008,0.137,0.304,0.346,0.168,0.042,0.296,0.363,0.371,0.067,0.008,509,0.308,815,0.345,945,0.367,0.601,0.16,186000,273800,263600,0.874518051,0.893256523,-0.03725347,0.472043011,0.417204301,1.200774693,0.937671233,0.893256523,Pleasant Valley,1318,1736,198153.0187,241701.8119,319502.9756,0.219773554,0.321889038
41051008902,41051008902,655,813,976,0.241,0.2,3678,4039,3833,0.098,-0.051,35411,54884,46250,0.55,-0.157,0.49,0.554,0.561,0.064,0.007,-6.41,-0.007,0.17,0.339,0.298,0.168,-0.041,0.554,0.344,0.428,-0.209,0.083,726,0.615,665,0.491,750,0.575,-0.084,0.128,171200,273800,233700,0.8170347,0.791934937,-0.146457268,0.599299065,0.365070093,1.10522918,0.937671233,0.791934937,Lents,1143,1464,202680.9024,190275.1724,265217.5882,-0.061208184,0.393863345
41051009000,41051009000,604,773,886,0.28,0.146,7368,7754,10489,0.052,0.353,35216,35241,37091,0.001,0.052,0.474,0.58,0.564,0.106,-0.016,-10.61,0.016,0.213,0.42,0.436,0.206,0.016,0.541,0.711,0.619,0.17,-0.092,1486,0.694,1985,0.812,2075,0.809,0.336,0.045,139200,191700,183400,0.589905363,0.621484243,-0.043296818,0.377155172,0.317528736,0.898644287,0.656506849,0.621484243,Powellhurst Gilbert,1161,1484,137045.7356,150363.9531,205585.3468,0.097180824,0.367251542
41051009101,41051009101,647,788,959,0.218,0.217,4805,5064,5927,0.054,0.17,36901,45253,28843,0.226,-0.363,0.473,0.449,0.535,-0.024,0.086,2.37,-0.086,0.184,0.376,0.462,0.192,0.086,0.522,0.575,0.598,0.053,0.024,1130,0.7,1045,0.681,1250,0.74,-0.075,0.196,145100,213100,158600,0.594812478,0.537444934,-0.255748475,0.468642316,0.093039283,0.936733376,0.729794521,0.537444934,Centennial,1132,1505,131978.2979,155415.1515,192133.0152,0.177581118,0.236256654
41051009102,41051009102,722,863,991,0.195,0.148,5063,6399,6095,0.264,-0.048,43107,54914,45115,0.274,-0.178,0.316,0.298,0.419,-0.018,0.122,1.82,-0.121,0.181,0.238,0.301,0.057,0.063,0.454,0.448,0.471,-0.007,0.023,859,0.542,1005,0.595,1270,0.702,0.17,0.264,154700,213100,196100,0.694707326,0.664520502,-0.079774754,0.377504848,0.267614738,0.998708844,0.729794521,0.664520502,Pleasant Valley,1318,1736,154793.375,170896.7288,242307.6937,0.104031286,0.417860338
41051009201,41051009201,605,799,807,0.321,0.01,6786,7711,7948,0.136,0.031,34914,40617,34748,0.163,-0.144,0.442,0.445,0.5,0.003,0.055,-0.26,-0.055,0.22,0.352,0.339,0.132,-0.013,0.539,0.605,0.61,0.066,0.005,1484,0.687,1325,0.602,1730,0.718,-0.107,0.306,138200,232300,162500,0.613038906,0.550660793,-0.300473526,0.68089725,0.175832127,0.892188509,0.795547945,0.550660793,Hazelwood,1172,1533,129162.4848,161263.8611,208404.7642,0.24853483,0.292321557
41051009202,41051009202,705,1001,888,0.42,-0.113,4028,4991,5019,0.239,0.006,46250,41125,48894,-0.111,0.189,0.283,0.372,0.41,0.089,0.038,-8.88,-0.038,0.186,0.445,0.407,0.259,-0.038,0.395,0.548,0.489,0.153,-0.058,640,0.54,730,0.577,1135,0.759,0.141,0.555,138800,220600,190400,0.660708027,0.645205015,-0.136899365,0.589337176,0.371757925,0.896061975,0.755479452,0.645205015,Centennial,1132,1505,128396.2687,146018.4,214683.8068,0.137248002,0.470251741
41051009301,41051009301,581,727,900,0.251,0.238,4974,5499,6929,0.106,0.26,31556,27500,52083,-0.129,0.894,0.634,0.662,0.632,0.028,-0.029,-2.77,0.03,0.272,0.405,0.453,0.133,0.049,0.617,0.684,0.561,0.067,-0.123,1267,0.763,1490,0.774,1540,0.772,0.176,0.034,164500,237150,227200,0.80722047,0.769908506,-0.041956568,0.441641337,0.381155015,1.061975468,0.812157534,0.769908506,Glenfair,1202,1546,134947.3429,161363.3158,224873.9649,0.195750227,0.393587903
41051009302,41051009302,639,795,897,0.244,0.128,3418,3900,4539,0.141,0.164,40996,37029,47536,-0.097,0.284,0.316,0.451,0.424,0.135,-0.027,-13.44,0.027,0.21,0.341,0.421,0.131,0.08,0.462,0.524,0.465,0.061,-0.058,591,0.563,845,0.61,820,0.61,0.43,-0.03,150100,237150,209600,0.712583246,0.710267706,-0.1161712,0.579946702,0.396402398,0.969012266,0.812157534,0.710267706,Hazelwood,1172,1533,144633.1905,170352.9487,233297.321,0.177827497,0.369493882
41051009400,41051009400,710,1015,997,0.43,-0.018,6684,7164,7237,0.072,0.01,45359,54330,51649,0.198,-0.049,0.165,0.134,0.199,-0.031,0.064,3.04,-0.065,0.142,0.319,0.33,0.177,0.011,0.384,0.423,0.408,0.039,-0.015,549,0.294,630,0.333,510,0.294,0.148,-0.19,165100,250400,232300,0.810725552,0.787190783,-0.072284345,0.516656572,0.407026045,1.065848935,0.857534247,0.787190783,Russell,1228,1610,166070.7679,200351.2667,254087.5251,0.206421029,0.268210226
41051009501,41051009501,627,799,898,0.274,0.124,4104,4467,4769,0.088,0.068,40758,43644,42433,0.071,-0.028,0.325,0.331,0.43,0.006,0.099,-0.54,-0.099,0.302,0.435,0.495,0.133,0.059,0.415,0.513,0.513,0.098,0,628,0.463,615,0.457,695,0.476,-0.021,0.13,183700,261450,227900,0.788643533,0.772280583,-0.128322815,0.42324442,0.24060969,1.185926404,0.895376712,0.772280583,Wilkes,1272,1633,165030,206498.2143,260230.5658,0.251276824,0.260207342
41051009502,41051009502,639,796,862,0.246,0.083,4135,4355,4313,0.053,-0.01,42530,52924,60149,0.244,0.137,0.443,0.411,0.479,-0.032,0.068,3.25,-0.068,0.318,0.46,0.489,0.143,0.028,0.477,0.463,0.36,-0.014,-0.103,730,0.549,820,0.594,775,0.585,0.123,-0.055,173900,261450,271000,0.954784437,0.918332769,0.036527061,0.503450259,0.558366878,1.122659781,0.895376712,0.918332769,Argay,1290,1737,178874.25,216705.4545,254865,0.21149609,0.176089455
41051009701,41051009701,654,791,982,0.209,0.241,5238,5026,5999,-0.04,0.194,38583,35675,38846,-0.075,0.089,0.4,0.439,0.451,0.039,0.013,-3.87,-0.012,0.228,0.429,0.366,0.201,-0.063,0.525,0.623,0.624,0.098,0.001,975,0.623,1144,0.755,1180,0.738,0.173,0.031,135000,203100,176500,0.608131791,0.598102338,-0.130969966,0.504444444,0.307407407,0.871530019,0.695547945,0.598102338,Centennial,1132,1505,127790.5476,150583.1,204437.4333,0.178358672,0.357638628
41051009702,41051009702,617,726,870,0.177,0.198,7013,7838,8397,0.118,0.071,34464,42857,40399,0.244,-0.057,0.296,0.325,0.325,0.029,0,-2.92,0,0.233,0.302,0.442,0.07,0.139,0.557,0.543,0.581,-0.014,0.038,1241,0.646,1275,0.675,1475,0.694,0.027,0.157,134200,197700,175700,0.591657904,0.595391393,-0.111279717,0.473174367,0.30923994,0.866365397,0.677054795,0.595391393,Centennial,1132,1505,122944.7955,157412.3077,209798.8173,0.280349502,0.332798054
41051009804,41051009804,667,767,940,0.15,0.226,2995,2743,3304,-0.084,0.205,43401,50746,39010,0.169,-0.231,0.254,0.38,0.353,0.126,-0.027,-12.61,0.027,0.174,0.281,0.347,0.107,0.066,0.415,0.433,0.489,0.019,0.055,493,0.577,515,0.579,595,0.65,0.045,0.155,138100,216100,164300,0.604626709,0.55676042,-0.239703841,0.56480811,0.189717596,0.891542931,0.740068493,0.55676042,Centennial,1132,1505,130565.9091,144535.7143,209440.3448,0.106994278,0.449056006
41051009903,41051009903,1199,1591,1716,0.327,0.079,4980,6014,5923,0.208,-0.015,76516,82917,84764,0.084,0.022,0.037,0.04,0.079,0.003,0.038,-,-0.039,0.11,0.201,0.217,0.091,0.016,0.11,0.194,0.176,0.084,-0.018,46,0.031,195,0.12,165,0.104,3.239,-0.154,0,0,266400,0,0,0,0,0,0,0,0,,0,0,0,#REF!,0,0,0
41051010600,41051010600,268,442,571,0.649,0.292,3129,3305,2917,0.056,-0.117,9132,13283,13048,0.455,-0.018,0.979,0.896,0.91,-0.083,0.014,8.62,-0.014,0.279,0.252,0.289,-0.027,0.037,0.918,0.838,0.859,-0.08,0.021,1591,0.973,1225,0.712,1425,0.772,-0.23,0.163,0,383100,444100,1.279004557,1.504913589,0.159227356,0,0,0,1.311986301,1.504913589,Downtown,1407,1592,314750,446637.5,540790.25,0.419023034,0.210803504
41051980000,41051980000,500,0,-,-,-,136,0,0,-,-,90842,0,-,0,-,0.27,0,-,0,-,-,-,0.189,0,-,0,-,0.45,0.333,0,-0.117,0,8,0.267,10,0.333,0,0,0.25,-1,169400,0,-,0,0,0,0,0,1.09360878,0,#REF!,Overlook,1359,2005,139900,0,0,-1,0
